Familia;Formato;Color;Modelo;;Imagen;Desc._Familia;Desc._Articulo;Estado;Tarifa;Tarifa_Cial.;PV_Calidad_100;Grupo_Tarifa;Desc._Caja;Desc._Marca;Desc._Envase;EAN13;;Cod._SASO;UM;Pz/Caja;M2/Caja;Cj/Pallet;M2/Pallet;Kg/Caja;Kg/Pallet;Largo_PL_cm;Ancho_PL_cm;Alto_PL_cm;Remontable;Espesor_(mm);Fecha_de_alta;Desc._Marca_web;Desc._Serie_promo;Desc._Familia_web;Id._Articulo;Moodboard;Coleccion_web;Serie_web;Efecto_web;Gama_web;Tipo_de_uso;Tipo_complementario;Tipo_clasificacion;Acabado_pieza_web;Variacion_cromatica;Relieve_web;Relieve;Texturizado;Graficas;UNE-EN_ISO_10545-7;UNE_41901:2017_EX;Deslizamiento_DIN_51130;DIN_51097;Grupo_B(X)_UNE-EN_14411;Tipo_baldosa;PTV_(DRY);PTV_(WET);UPEC;DCOF_ANSI_A326.3;Resistencia_flexion;Marca_web;Ref._Catalogo;Formato;Catalogo_web;URL_imagen_PIM;Estado_PIM;Ancho;Alto;Espesor_mm;area;Medida;Nombre;Color_ok;Imagen_web;Num_Pagina
41;421;36;9727;0414210369727;SI;PZ.E.CGLASS REC;32X120/3PEL.ANG ADZ.VIGGO ROBLE;A;SI;SI;79.2500;XTRS01;PAMESA;PAMESA;F/14/02;8429991621735;;;PZ;2;0.77;14;10.78;22.00;328.00;120.00;80.00;;;;25/02/2021;ATRIUM;SERIE ATRIUM;TIERRA COLOREADA-GRES PORCELNICO;0414210369727;;ATRIUM GRES PORCELNICO TIERRA COLOREADA;VIGGO;MADERA;;PAVIMENTO;PELDAя;;MATE RECTIFICADO;VARIACION ALTA;;SIN INFORMAR;;;;CLASE 3;R11;C;GRUPO AIb;GL Esmaltado;50 Low;40 Low;;;>1500 N - >=29 N/mm2;3;041.421.0036.09727;32X120 EXTRUS.;CATLOGO PAMESA;;;;;;;;ADZ.VIGGO;ROBLE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0414210369727.jpg;???
76;297;7;11927;0762970015708;SI;PZ.ESP.XTRA REC.;32,5X22,5 HEX CONCRET BEIGE;A;SI;SI;11.7500;PMOS08;PAMESA;PAMESA;F/48/14;8429991813062;;;PZ;14;1.02;48;48.96;13.20;653.60;120.00;80.00;;;;22/03/2023;PAMESA;PAMESA;XTRA 6MM GRES PORCELNICO RECTF.;0762970015708;;MATERIA XTRA 6MM;CONCRET;PIEDRA;;POLIVALENTE;MALLA;MOSAICO;MATE RECTIFICADO;VARIACION LEVE;;NO;;;;CLASE 1;;;GRUPO BIa;GL Esmaltado;;;NO;;;1;076.297.0007.11927;32,5X22,5 HEX;CATLOGO PAMESA;;;32,5;22,5;;731,25;32.5x22.5;CONCRET;BEIGE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0762970015708.jpg;???
76;297;408;11927;0762970015706;SI;PZ.ESP.XTRA REC.;32,5X22,5 HEX CONCRET GREIGE;A;SI;SI;11.7500;PMOS08;PAMESA;PAMESA;F/48/14;8429991813093;;;PZ;14;1.02;48;48.96;13.20;653.60;120.00;80.00;;;;22/03/2023;PAMESA;PAMESA;XTRA 6MM GRES PORCELNICO RECTF.;0762970015706;;MATERIA XTRA 6MM;CONCRET;PIEDRA;;POLIVALENTE;MALLA;MOSAICO;MATE RECTIFICADO;VARIACION LEVE;;NO;;;;CLASE 1;;;GRUPO BIa;GL Esmaltado;;;NO;;;1;076.297.0408.11927;32,5X22,5 HEX;CATLOGO PAMESA;;;32,5;22,5;;731,25;32.5x22.5;CONCRET;GREIGE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0762970015706.jpg;???
76;297;161;11927;0762970015707;SI;PZ.ESP.XTRA REC.;32,5X22,5 HEX CONCRET GREY;A;SI;SI;11.7500;PMOS08;PAMESA;PAMESA;F/48/14;8429991813079;;;PZ;14;1.02;48;48.96;13.20;653.60;120.00;80.00;;;;22/03/2023;PAMESA;PAMESA;XTRA 6MM GRES PORCELNICO RECTF.;0762970015707;;MATERIA XTRA 6MM;CONCRET;PIEDRA;;POLIVALENTE;MALLA;MOSAICO;MATE RECTIFICADO;VARIACION LEVE;;NO;;;;CLASE 1;;;GRUPO BIa;GL Esmaltado;;;NO;;;1;076.297.0161.11927;32,5X22,5 HEX;CATLOGO PAMESA;;;32,5;22,5;;731,25;32.5x22.5;CONCRET;GREY;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0762970015707.jpg;???
76;297;164;11927;0762970015709;SI;PZ.ESP.XTRA REC.;32,5X22,5 HEX CONCRET IVORY;A;SI;SI;11.7500;PMOS08;PAMESA;PAMESA;F/48/14;8429991813086;;;PZ;14;1.02;48;48.96;13.20;653.60;120.00;80.00;;;;22/03/2023;PAMESA;PAMESA;XTRA 6MM GRES PORCELNICO RECTF.;0762970015709;;MATERIA XTRA 6MM;CONCRET;PIEDRA;;POLIVALENTE;MALLA;MOSAICO;MATE RECTIFICADO;VARIACION LEVE;;NO;;;;CLASE 1;;;GRUPO BIa;GL Esmaltado;;;NO;;;1;076.297.0164.11927;32,5X22,5 HEX;CATLOGO PAMESA;;;32,5;22,5;;731,25;32.5x22.5;CONCRET;IVORY;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0762970015709.jpg;???
28;125;174;11798;0281250015181;SI;PZ.ESP.PASTA BC;1,2x30 BASIC BCO.MATE;A;SI;SI;3.2500;P13;PAMESA;PAMESA;F/80/45;8429991749934;;;PZ;45;0.17;80;13.60;1.85;168.00;120.00;80.00;;;;11/07/2022;PAMESA;PAMESA;;0281250015181;;ORIGIN;;;;REVESTIMIENTO;LISTELO;;MATE;;;;;;;;;;GRUPO BIII;GL Esmaltado;;;;;;1;028.125.0174.11798;1,25x30;CATLOGO PAMESA;;;1,2;30;;36;1.2x30;BASIC;BCO.MATE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0281250015181.jpg;498
28;125;7;11798;0281250015172;SI;PZ.ESP.PASTA BC;1,2x30 BASIC BEIGE;A;SI;SI;3.2500;P13;PAMESA;PAMESA;F/80/45;8429991749873;;;PZ;45;0.17;80;13.60;1.85;168.00;120.00;80.00;;;;11/07/2022;PAMESA;PAMESA;;0281250015172;;ORIGIN;;;;REVESTIMIENTO;LISTELO;;BRILLO;;;;;;;;;;GRUPO BIII;GL Esmaltado;;;;;;1;028.125.0007.11798;1,25x30;CATLOGO PAMESA;;;1,2;30;;36;1.2x30;BASIC;BEIGE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0281250015172.jpg;498
28;125;12;11798;0281250015171;SI;PZ.ESP.PASTA BC;1,2x30 BASIC BLANCO;A;SI;SI;3.2500;P13;PAMESA;PAMESA;F/80/45;8429991749866;;;PZ;45;0.17;80;13.60;1.85;168.00;120.00;80.00;;;;11/07/2022;PAMESA;PAMESA;;0281250015171;;ORIGIN;;;;REVESTIMIENTO;LISTELO;;BRILLO;;;;;;;;;;GRUPO BIII;GL Esmaltado;;;;;;1;028.125.0012.11798;1,25x30;CATLOGO PAMESA;;;1,2;30;;36;1.2x30;BASIC;BLANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0281250015171.jpg;498
28;125;2;11798;0281250015177;SI;PZ.ESP.PASTA BC;1,2x30 BASIC GRIS;A;SI;SI;3.2500;P13;PAMESA;PAMESA;F/80/45;8429991749897;;;PZ;45;0.17;80;13.60;1.85;168.00;120.00;80.00;;;;11/07/2022;PAMESA;PAMESA;;0281250015177;;ORIGIN;;;;REVESTIMIENTO;LISTELO;;BRILLO;;;;;;;;;;GRUPO BIII;GL Esmaltado;;;;;;1;028.125.0002.11798;1,25x30;CATLOGO PAMESA;;;1,2;30;;36;1.2x30;BASIC;GRIS;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0281250015177.jpg;498
28;125;3;11798;0281250015178;SI;PZ.ESP.PASTA BC;1,2x30 BASIC NEGRO;A;SI;SI;3.2500;P13;PAMESA;PAMESA;F/80/45;8429991749903;;;PZ;45;0.17;80;13.60;1.85;168.00;120.00;80.00;;;;11/07/2022;PAMESA;PAMESA;;0281250015178;;ORIGIN;;;;REVESTIMIENTO;LISTELO;;BRILLO;;;;;;;;;;GRUPO BIII;GL Esmaltado;;;;;;1;028.125.0003.11798;1,25x30;CATLOGO PAMESA;;;1,2;30;;36;1.2x30;BASIC;NEGRO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0281250015178.jpg;498
28;125;1011;11798;0281250015180;SI;PZ.ESP.PASTA BC;1,2x30 BASIC NEGRO MATE;A;SI;SI;3.2500;P13;PAMESA;PAMESA;F/80/45;8429991749927;;;PZ;45;0.17;80;13.60;1.85;168.00;120.00;80.00;;;;11/07/2022;PAMESA;PAMESA;;0281250015180;;ORIGIN;;;;REVESTIMIENTO;LISTELO;;MATE;;;;;;;;;;GRUPO BIII;GL Esmaltado;;;;;;1;028.125.1011.11798;1,25x30;CATLOGO PAMESA;;;1,2;30;;36;1.2x30;BASIC;NEGRO MATE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0281250015180.jpg;498
28;125;37;11798;0281250015173;SI;PZ.ESP.PASTA BC;1,2x30 BASIC PERLA;A;SI;SI;3.2500;P13;PAMESA;PAMESA;F/80/45;8429991749880;;;PZ;45;0.17;80;13.60;1.85;168.00;120.00;80.00;;;;11/07/2022;PAMESA;PAMESA;;0281250015173;;ORIGIN;;;;REVESTIMIENTO;LISTELO;;BRILLO;;;;;;;;;;GRUPO BIII;GL Esmaltado;;;;;;1;028.125.0037.11798;1,25x30;CATLOGO PAMESA;;;1,2;30;;36;1.2x30;BASIC;PERLA;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0281250015173.jpg;498
28;125;297;11798;0281250015179;SI;PZ.ESP.PASTA BC;1,2x30 BASIC TORTORA;A;SI;SI;3.2500;P13;PAMESA;PAMESA;F/80/45;8429991749910;;;PZ;45;0.17;80;13.60;1.85;168.00;120.00;80.00;;;;11/07/2022;PAMESA;PAMESA;;0281250015179;;ORIGIN;;;;REVESTIMIENTO;LISTELO;;BRILLO;;;;;;;;;;GRUPO BIII;GL Esmaltado;;;;;;1;028.125.0297.11798;1,25x30;CATLOGO PAMESA;;;1,2;30;;36;1.2x30;BASIC;TORTORA;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0281250015179.jpg;498
15;826;12;497;0158260120497;SI;COM.GL;22,3x22,3 ART BLANCO;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301408;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260120497;;ORIGIN;ART;PIEDRA;;POLIVALENTE;;BASE;MATE;VARIACION ALTA;;;;;;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0012.00497;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;ART;BLANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260120497.jpg;471
15;826;2;497;0158260020497;SI;COM.GL;22,3x22,3 ART GRIS;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301415;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260020497;;ORIGIN;ART;PIEDRA;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;SIN INFORMAR;;;;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0002.00497;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;ART;GRIS;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260020497.jpg;471
15;826;28;497;0158260280497;SI;COM.GL;22,3x22,3 ART MARENGO;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301422;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260280497;;ORIGIN;ART;PIEDRA;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;SIN INFORMAR;;;;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0028.00497;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;ART;MARENGO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260280497.jpg;471
15;826;1;481;0158260010481;SI;COM.GL;22,3x22,3 CASSATT 1.;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301552;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260010481;;ORIGIN;ART-CASSATT;DECORADOS;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;NO;;;;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0001.00481;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;CASSATT;1.;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260010481.jpg;472
15;826;1;495;0158260010495;SI;COM.GL;22,3x22,3 CEZZANE 1.;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301439;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260010495;;ORIGIN;ART-CEZZANE;DECORADOS;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;SIN INFORMAR;;;;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0001.00495;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;CEZZANE;1.;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260010495.jpg;473
15;826;1;487;0158260010487;SI;COM.GL;22,3x22,3 COROT 1.;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301446;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260010487;;ORIGIN;ART-COROT;DECORADOS;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;SIN INFORMAR;;;;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0001.00487;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;COROT;1.;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260010487.jpg;474
15;826;12;2601;0158260122601;SI;COM.GL;22,3x22,3 DEGAS BLANCO;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301453;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260122601;;ORIGIN;ART-DEGAS;DECORADOS;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;SIN INFORMAR;;;PEI IV;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0012.02601;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;DEGAS;BLANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260122601.jpg;475
15;826;3;2601;0158260032601;SI;COM.GL;22,3x22,3 DEGAS NEGRO;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301460;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260032601;;ORIGIN;ART-DEGAS;DECORADOS;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;SIN INFORMAR;;;PEI IV;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0003.02601;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;DEGAS;NEGRO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260032601.jpg;475
15;826;1;486;0158260010486;SI;COM.GL;22,3x22,3 GAUGUIN 1.;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301477;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260010486;;ORIGIN;ART-GAUGUIN;DECORADOS;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;SIN INFORMAR;;;;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0001.00486;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;GAUGUIN;1.;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260010486.jpg;476
15;826;1;484;0158260010484;SI;COM.GL;22,3x22,3 LEPIC 1.;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301484;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260010484;;ORIGIN;ART-LEPIC;DECORADOS;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;NO;;;;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;36 Low;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0001.00484;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;LEPIC;1.;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260010484.jpg;477
15;826;1;2600;0158260012600;SI;COM.GL;22,3x22,3 MONET 1.;A;SI;SI;24.5000;ORG10;PAMESA;PAMESA;F/45/20;8429991301491;;8429991773182;M2;20;1.00;45;45.00;23.50;1,077.50;120.00;80.00;107.00;;;03/02/2017;PAMESA;SERIE ART FAM-15;GRES PORCELNICO ESMALTADO;0158260012600;;ORIGIN;ART-MONET;DECORADOS;;POLIVALENTE;BASE;BASE;MATE;VARIACION ALTA;;SIN INFORMAR;;;PEI IV;CLASE 1;R9;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;015.826.0001.02600;22,3X22,3;CATLOGO PAMESA;;;22,3;22,3;11;497,29;22.3x22.3;MONET;1.;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0158260012600.jpg;478
